Rapportår	Inkubator	Orgnr_ink	Målbedrift	MålbedriftID	Orgnr_bedrift	Fase	Avtalestart	Avtaleslutt	Avslutt engasjement	Bransje	NACE	Etableringsdato	Etableringsår	Fylke	Kommunenr	Kommune	I Forr.messig innovasjon i løpet av året	Inkubatorbedrift i løpet av året	I Preinkubasjon i løpet av året	Kvinnelig daglig leder	Kvinnelig styreleder	KvinneligGrunder	Markedsverdien på innovasjonsstøttetjenester fra inkubatoren	Fakturert egenandel	Sum innovasjonsstøtte fra inkubatoren	Støtteintensitet	kommune_lat	kommune_lon	kommune_lat_lon	fylke_lat	fylke_lon	fylke_lat_lon	Avtalestart_år	Avtaleslutt_år
2014	Validè AS	916541554	Dual Attention	1908.0	991266194	Postinkubasjon	2007-06-01	2009-06-01	USANN	IKT	(tom)	2007-03-30	2007	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	1	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2007	2009
2014	Validè AS	916541554	Emtek	1922.0	992678569	Postinkubasjon	2008-04-01	2011-04-01	SANN	Annet	(tom)	2008-04-17	2008	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2008	2011
2014	Validè AS	916541554	Trine Mathiesen Gilje - Almus	1926.0	(tom)	Preinkubasjon	2013-11-30	(tom)	USANN	Annet	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2014	Validè AS	916541554	Daniella Arriado	1927.0	(tom)	Preinkubasjon	2013-12-30	(tom)	USANN	Annet	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2014	Validè AS	916541554	Elisabeth Grødem	1928.0	(tom)	Preinkubasjon	2013-11-27	(tom)	USANN	Annet	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2014	Validè AS	916541554	Elin Melberg	1929.0	985300054	Postinkubasjon	2011-01-01	2014-08-01	USANN	Annet	(tom)	2003-02-03	2003	ROGALAND	1103	STAVANGER	1.0	1.0	0.0	1	1	1	21000	7000	14000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2011	2014
2014	Validè AS	916541554	Else Leirvik	1930.0	992289783	Inkubatorbedrift	2012-02-16	2014-12-31	USANN	Annet	(tom)	2008-02-23	2008	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	0	1	27000	9000	18000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2014	Validè AS	916541554	MARIT VICTORIA WULFF ANDREASSEN	1931.0	986225005	Inkubatorbedrift	2012-08-30	2014-08-30	USANN	Annet	90031	2003-11-12	2003	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	21000	7000	14000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2014	Validè AS	916541554	Christine Urdal - KSL	1934.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Ingeborg Kvame - KSL 2013	1935.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Jan Kjetil Bjørheim - KSL 2013	1936.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Kristin Velle-George - KSL 2013	1937.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Sandra Vaka Olsen KSL 2013	1939.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Torill Brosten KSL 2013	1940.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Tove Kommedal KSL 2013	1941.0	999999999	Inkubatorbedrift	2013-09-01	2014-12-31	USANN	Annet	(tom)	2013-12-30	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	1	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Bokforlaget	1942.0	993591815	Alumni	2009-10-20	(tom)	(tom)	Annet	(tom)	2009-02-23	2009	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2009	(tom
2014	Validè AS	916541554	Lubrinor AS	1989.0	896299182	Alumni	2010-10-17	2013-05-15	(tom)	Industri	(tom)	2010-12-14	2010	ROGALAND	1122	GJESDAL	0.0	1.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.76478	5.855	58.76478,5.855	58.96485	 5.73094	58.96485, 5.73094	2010	2013
2014	Validè AS	916541554	Familybikes AS	2013.0	934412737	Alumni	(tom)	(tom)	(tom)	Annet	(tom)	1990-02-08	1990	ROGALAND	1120	KLEPP	0.0	1.0	0.0	(tom)	(tom)	(tom)	0	0	(tom)	(tom)	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	(tom	(tom
2014	Validè AS	916541554	Besseggen 1896 AS	2028.0	997982673	Postinkubasjon	2013-11-01	2014-08-31	SANN	Helse	(tom)	2012-01-06	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	0	0	0	0	0	0	0	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	Klemsikring AS	2032.0	898191982	Postinkubasjon	2013-11-01	2014-06-30	USANN	Annet	(tom)	2012-02-17	2012	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	54000	15000	39000	72.22	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	FLOWERGUARD AS	2040.0	998551056	Inkubatorbedrift	2012-06-18	2015-06-18	USANN	Annet	(tom)	2012-06-18	2012	ROGALAND	1120	KLEPP	0.0	1.0	0.0	0	0	0	99000	27500	71500	72.22	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	2012	2015
2014	Validè AS	916541554	3PO TOOLS AS	2050.0	998890624	Inkubatorbedrift	2012-08-14	2013-12-31	USANN	Industri	(tom)	2012-08-14	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	0	0	0	99000	27500	71500	72.22	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2012	2013
2014	Validè AS	916541554	No Limitation AS	2058.0	998529638	Alumni	2012-06-15	2013-07-01	(tom)	Helse	(tom)	2012-06-23	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2012	2013
2014	Validè AS	916541554	Bildefiks AS	2059.0	998880459	Alumni	2013-05-14	2014-05-14	(tom)	IKT	(tom)	2012-09-25	2012	ROGALAND	1119	HÅ	0.0	1.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2013	2014
2014	Validè AS	916541554	OPE AS	2061.0	897065452	Postinkubasjon	2013-01-01	2013-12-31	USANN	Industri	(tom)	2011-06-16	2011	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2013
2014	Validè AS	916541554	Beon AS	2128.0	991800956	Inkubatorbedrift	2012-01-01	(tom)	SANN	IKT	(tom)	2007-08-06	2007	ROGALAND	1121	TIME	0.0	1.0	0.0	0	0	0	0	0	0	0	58.73636	5.65297	58.73636,5.65297	58.96485	 5.73094	58.96485, 5.73094	2012	(tom
2014	Validè AS	916541554	Nordrop	2249.0	984679955	Alumni	2005-01-01	(tom)	(tom)	Mat og Natur	(tom)	2002-07-16	2002	ROGALAND	1120	KLEPP	0.0	0.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	2005	(tom
2014	Validè AS	916541554	Proplant	2250.0	992346639	Alumni	2007-12-31	2012-12-31	(tom)	Mat og Natur	74909	2008-02-27	2008	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2007	2012
2014	Validè AS	916541554	Marvik Skog	2260.0	997088638	Inkubatorbedrift	2012-02-29	2014-02-28	SANN	Mat og Natur	(tom)	2011-05-12	2011	ROGALAND	1134	SULDAL	0.0	1.0	0.0	0	0	0	53475	22320	31155	58.26	59.48571	6.25222	59.48571,6.25222	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2014	Validè AS	916541554	Bjelland & Høiland	2261.0	997015908	Postinkubasjon	2012-01-05	2013-12-31	SANN	Mat og Natur	(tom)	2011-05-30	2011	ROGALAND	1160	VINDAFJORD	0.0	0.0	0.0	0	0	0	0	0	0	0	59.60543000000001	5.8078400000000014	59.60543,5.80784	58.96485	 5.73094	58.96485, 5.73094	2012	2013
2014	Validè AS	916541554	Greentech Invest/Greentracker	2265.0	991651969	Alumni	2008-01-01	2013-01-01	(tom)	Annet	(tom)	2007-08-31	2007	ROGALAND	1149	KARMØY	0.0	0.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	59.28079	5.30529	59.28079,5.30529	58.96485	 5.73094	58.96485, 5.73094	2008	2013
2014	Validè AS	916541554	Inped Familie	2567.0	998516803	Inkubatorbedrift	2012-08-01	2014-08-01	USANN	Annet	(tom)	2012-04-20	2012	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	0	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2014	Validè AS	916541554	Fluma	2570.0	881288702	Alumni	2000-01-01	2002-01-01	(tom)	IKT	(tom)	1999-12-16	1999	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	(tom)	(tom)	(tom)	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2000	2002
2014	Validè AS	916541554	Cubility Virdrill	2573.0	988100242	Alumni	2005-04-01	2007-04-01	(tom)	Energi	(tom)	2005-04-19	2005	ROGALAND	1102	SANDNES	0.0	0.0	0.0	(tom)	(tom)	(tom)	0	0	(tom)	(tom)	58.8476	5.72855	58.8476,5.72855	58.96485	 5.73094	58.96485, 5.73094	2005	2007
2014	Validè AS	916541554	Marinovate	2578.0	894813512	Postinkubasjon	2009-11-03	2011-11-03	SANN	Annet	(tom)	2009-10-28	2009	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2009	2011
2014	Validè AS	916541554	Corporator	2582.0	981970160	Alumni	(tom)	(tom)	(tom)	(tom)	58290	2000-05-10	2000	(tom)	(tom)	(tom)	0.0	0.0	0.0	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)	(tom)							(tom	(tom
2014	Validè AS	916541554	TOUCH SYSTEMS AS	2258.0	895499072	Inkubatorbedrift	2010-11-03	(tom)	USANN	IKT	(tom)	2010-04-20	2010	ROGALAND	1106	HAUGESUND	0.0	1.0	0.0	0	1	0	0	0	0	0	59.41015	5.27551	59.41015,5.27551	58.96485	 5.73094	58.96485, 5.73094	2010	(tom
2014	Validè AS	916541554	STAVA MEKANISKE VERKSTED AS	4903.0	978601960	Forr.messig innovasjon	2014-04-01	(tom)	USANN	Industri	(tom)	1997-12-30	1997	ROGALAND	1149	KARMØY	1.0	0.0	0.0	(tom)	(tom)	0	33725	15975	17750	52.63	59.28079	5.30529	59.28079,5.30529	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	RYFYLKELAKS AS	688.0	899045742	Inkubatorbedrift	2012-11-09	2015-11-09	USANN	Mat og Natur	(tom)	2012-08-01	2012	ROGALAND	1141	FINNØY	0.0	1.0	0.0	0	0	0	40000	13015	26985	67.46	59.17117	5.87398	59.17117,5.87398	58.96485	 5.73094	58.96485, 5.73094	2012	2015
2014	Validè AS	916541554	LONGNET AS	1903.0	998910641	Postinkubasjon	2012-12-18	(tom)	USANN	Helse	(tom)	2012-09-03	2012	ROGALAND	1134	SULDAL	1.0	1.0	0.0	0	0	0	23130	7710	15420	66.67	59.48571	6.25222	59.48571,6.25222	58.96485	 5.73094	58.96485, 5.73094	2012	(tom
2014	Validè AS	916541554	HELSE - Emergency Medical Translater	1131.0	(tom)	Preinkubasjon	(tom)	(tom)	SANN	Helse	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	(tom	(tom
2014	Validè AS	916541554	Helse - Søk&Redning	1900.0	(tom)	Preinkubasjon	2013-10-01	(tom)	SANN	IKT	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2014	Validè AS	916541554	Robert Wilhelm Joseph	2654.0	(tom)	Preinkubasjon	2014-03-18	(tom)	SANN	Helse	(tom)	(tom)	(tom)	ROGALAND	1124	SOLA	0.0	0.0	1.0	0	0	0	(tom)	(tom)	0	0	58.88805	5.64724	58.88805,5.64724	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	Helse - Samhandlingsnett	2667.0	(tom)	Preinkubasjon	2014-03-18	(tom)	USANN	Helse	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	Brake Safe	2700.0	(tom)	Preinkubasjon	2014-03-15	2017-03-15	USANN	Mat og Natur	(tom)	(tom)	(tom)	ROGALAND	1134	SULDAL	0.0	0.0	1.0	0	0	0	0	0	0	0	59.48571	6.25222	59.48571,6.25222	58.96485	 5.73094	58.96485, 5.73094	2014	2017
2014	Validè AS	916541554	BRY - Rodeo Holding AS	1084.0	997982673	Inkubatorbedrift	2014-01-01	2014-08-31	USANN	Annet	(tom)	2012-01-06	2012	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	204000	91000	113000	55.39	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2014	2014
2014	Validè AS	916541554	DEOX AS	1130.0	912699846	Preinkubasjon	2013-06-19	(tom)	USANN	Energi	(tom)	2013-10-23	2013	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	(tom
2014	Validè AS	916541554	SMALSAK AS	2066.0	913495160	Inkubatorbedrift	2014-01-31	(tom)	USANN	Mat og Natur	(tom)	2014-01-31	2014	ROGALAND	1149	KARMØY	0.0	1.0	1.0	0	0	0	143100	57195	85905	60.03	59.28079	5.30529	59.28079,5.30529	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	LUNA LOOP AS	2131.0	998620627	Inkubatorbedrift	2012-07-12	(tom)	USANN	Industri	(tom)	2012-07-12	2012	ROGALAND	1101	EIGERSUND	0.0	1.0	0.0	1	1	1	79800	20000	59800	74.94	58.45236	6.00314	58.45236,6.00314	58.96485	 5.73094	58.96485, 5.73094	2012	(tom
2014	Validè AS	916541554	NORWAY WELL SOLUTIONS AS	2625.0	914331919	Preinkubasjon	2014-12-01	(tom)	USANN	Energi	(tom)	2014-10-08	2014	ROGALAND	1102	SANDNES	0.0	0.0	1.0	1	0	1	0	0	0	0	58.8476	5.72855	58.8476,5.72855	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	NTN AS	2664.0	914076919	Inkubatorbedrift	2014-10-15	2016-10-15	USANN	Mat og Natur	(tom)	2014-08-29	2014	BUSKERUD	0602	DRAMMEN	0.0	1.0	1.0	1	1	1	80000	25875	54125	67.66	59.74536	10.20597	59.74536,10.20597	59.74837	10.18901	59.74837,10.18901	2014	2016
2014	Validè AS	916541554	Deox	2761.0	(tom)	Preinkubasjon	2015-01-01	2015-01-01	SANN	Industri	(tom)	2015-01-01	2015	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2015	2015
2014	Validè AS	916541554	Tanken Teller	2823.0	999999999	Preinkubasjon	2014-08-01	2015-08-01	USANN	Helse	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	0	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2014	2015
2014	Validè AS	916541554	ICONE AS	4901.0	912355659	Inkubatorbedrift	2014-10-15	(tom)	USANN	Industri	(tom)	2013-08-14	2013	ROGALAND	1145	BOKN	0.0	1.0	1.0	0	0	0	0	0	0	0	59.23062	5.43524	59.23062,5.43524	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	VIKTIGE VERKTØY AS	4902.0	913807863	Inkubatorbedrift	2014-10-02	(tom)	USANN	Annet	(tom)	2014-03-20	2014	ROGALAND	1149	KARMØY	0.0	1.0	1.0	0	0	0	0	0	0	0	59.28079	5.30529	59.28079,5.30529	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	BoSykkel	4904.0	(tom)	Preinkubasjon	2014-09-04	2014-10-24	SANN	Mat og Natur	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	0.0	1.0	1	1	1	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2014	2014
2014	Validè AS	916541554	Kristin Velle george	6466.0	000000000	Inkubatorbedrift	2013-09-01	2015-02-19	USANN	Annet	(tom)	2013-01-01	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2015
2014	Validè AS	916541554	Signe christine urdal	6471.0	999999999	Inkubatorbedrift	2013-09-01	2015-02-19	USANN	Annet	(tom)	2009-01-01	2009	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	0	1	15000	5000	10000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2015
2014	Validè AS	916541554	One world app	6477.0	(tom)	Inkubatorbedrift	(tom)	(tom)	SANN	IKT	(tom)	(tom)	(tom)	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	(tom)	(tom)	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	(tom	(tom
2014	Validè AS	916541554	GOE-IP AS	1911.0	996639045	Postinkubasjon	2011-12-12	2013-12-31	USANN	Energi	(tom)	2011-02-22	2011	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2011	2013
2014	Validè AS	916541554	JASA MEDICAL AS	5357.0	999999999	Preinkubasjon	2014-12-01	(tom)	USANN	Helse	(tom)	(tom)	(tom)	ROGALAND	1130	STRAND	0.0	0.0	1.0	1	0	1	0	0	0	0	59.02352	6.04272	59.02352,6.04272	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	ROBOT SOLUTIONS AS	1896.0	912693465	Inkubatorbedrift	2013-12-31	2015-12-31	USANN	IKT	(tom)	2013-09-13	2013	ROGALAND	1141	FINNØY	0.0	1.0	0.0	0	0	0	0	0	0	0	59.17117	5.87398	59.17117,5.87398	58.96485	 5.73094	58.96485, 5.73094	2013	2015
2014	Validè AS	916541554	IPI ACCESS AS	1913.0	996611213	Postinkubasjon	2015-01-08	(tom)	USANN	Industri	(tom)	2011-02-11	2011	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2015	(tom
2014	Validè AS	916541554	INGINEERING AS	1917.0	999537499	Inkubatorbedrift	2013-01-25	2015-01-25	USANN	Energi	(tom)	2013-01-02	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	90000	24180	65820	73.13	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2015
2014	Validè AS	916541554	Qluge	1938.0	912504190	Inkubatorbedrift	2013-10-30	2015-10-30	USANN	Annet	(tom)	2013-08-21	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	70000	22000	48000	68.57	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2015
2014	Validè AS	916541554	LANDTECHREC LIMITED	2581.0	994752928	Postinkubasjon	2011-01-01	(tom)	USANN	Energi	(tom)	2009-11-14	2009	ROGALAND	1146	TYSVÆR	0.0	0.0	0.0	0	0	0	0	0	0	0	59.42159	5.44781	59.42159,5.44781	58.96485	 5.73094	58.96485, 5.73094	2011	(tom
2014	Validè AS	916541554	MILKY FILE AS	2569.0	912973298	Inkubatorbedrift	2013-12-01	2015-12-01	USANN	IKT	(tom)	2013-12-06	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2013	2015
2014	Validè AS	916541554	SPRINKLER PUNKT AS	642.0	994725424	Inkubatorbedrift	2012-01-11	2015-01-11	USANN	Annet	(tom)	2009-11-02	2009	ROGALAND	1124	SOLA	0.0	1.0	0.0	0	0	0	54000	27900	26100	48.33	58.88805	5.64724	58.88805,5.64724	58.96485	 5.73094	58.96485, 5.73094	2012	2015
2014	Validè AS	916541554	DAVO AS	1907.0	988943037	Postinkubasjon	2007-08-10	2011-12-31	USANN	Industri	(tom)	2005-11-15	2005	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2007	2011
2014	Validè AS	916541554	SESTRA AS	2081.0	912250121	Inkubatorbedrift	2014-09-01	2015-08-31	USANN	Industri	(tom)	2013-07-16	2013	ROGALAND	1102	SANDNES	0.0	1.0	1.0	0	0	0	36000	10000	26000	72.22	58.8476	5.72855	58.8476,5.72855	58.96485	 5.73094	58.96485, 5.73094	2014	2015
2014	Validè AS	916541554	NORSK NATURGJØDSEL AS	2254.0	977303311	Preinkubasjon	2013-04-29	2016-04-29	USANN	Mat og Natur	(tom)	1997-03-02	1997	ROGALAND	1120	KLEPP	0.0	0.0	1.0	0	0	0	0	0	0	0	58.77655	5.63009	58.77655,5.63009	58.96485	 5.73094	58.96485, 5.73094	2013	2016
2014	Validè AS	916541554	INOSA AS	2575.0	989643037	Postinkubasjon	2010-07-02	2012-07-02	USANN	IKT	(tom)	2006-03-17	2006	ROGALAND	1135	SAUDA	0.0	0.0	0.0	1	0	1	0	0	0	0	59.65067	6.35312	59.65067,6.35312	58.96485	 5.73094	58.96485, 5.73094	2010	2012
2014	Validè AS	916541554	PASSION4FEED AS	5191.0	914387256	Inkubatorbedrift	2014-12-01	(tom)	USANN	Mat og Natur	(tom)	2014-10-31	2014	ROGALAND	1102	SANDNES	0.0	1.0	0.0	1	1	1	9000	2500	6500	72.22	58.8476	5.72855	58.8476,5.72855	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
2014	Validè AS	916541554	NORSK VARME INNOVASJON AS	5305.0	914162610	Inkubatorbedrift	2014-11-01	2015-10-31	USANN	Annet	(tom)	2014-09-01	2014	ROGALAND	1102	SANDNES	0.0	1.0	0.0	0	0	0	18000	5000	13000	72.22	58.8476	5.72855	58.8476,5.72855	58.96485	 5.73094	58.96485, 5.73094	2014	2015
2014	Validè AS	916541554	TANJEN INVENT AS	5337.0	914257956	Inkubatorbedrift	2014-11-01	2015-10-31	USANN	Annet	(tom)	2014-09-23	2014	ROGALAND	1119	HÅ	0.0	1.0	1.0	0	0	0	18000	5000	13000	72.22	58.6161	5.64497	58.6161,5.64497	58.96485	 5.73094	58.96485, 5.73094	2014	2015
2014	Validè AS	916541554	100 % POSITIVE AS	559.0	897850842	Postinkubasjon	2012-01-26	2014-01-26	USANN	Mat og Natur	(tom)	2011-12-14	2011	ROGALAND	1103	STAVANGER	0.0	0.0	0.0	0	0	0	0	0	0	0	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2012	2014
2014	Validè AS	916541554	EGERSUND AQUA AS	562.0	984262086	Postinkubasjon	2009-06-08	2013-02-01	USANN	Mat og Natur	(tom)	2002-03-01	2002	ROGALAND	1101	EIGERSUND	0.0	0.0	0.0	0	0	0	0	0	0	0	58.45236	6.00314	58.45236,6.00314	58.96485	 5.73094	58.96485, 5.73094	2009	2013
2014	Validè AS	916541554	BARN I FARTA AS	1102.0	912896110	Inkubatorbedrift	2014-03-04	(tom)	USANN	Helse	(tom)	2013-11-21	2013	ROGALAND	1103	STAVANGER	0.0	1.0	0.0	1	0	1	84000	28000	56000	66.67	58.96941	5.72856	58.96941,5.72856	58.96485	 5.73094	58.96485, 5.73094	2014	(tom
